Name,Address,City,State,State_name,Zip,Sales,Number_emp,Empsiz
WHOLE FOODS MARKET,340 RIVER ST,CAMBRIDGE,MA,Massachusetts,02139,49400,200,F
FIRST UNITED MARKET,271 BROOKLINE ST,CAMBRIDGE,MA,Massachusetts,02139,224,1,A
ALIVE & KICKING LOBSTERS,269 PUTNAM AVE,CAMBRIDGE,MA,Massachusetts,02139,231,1,A
CENTRAL CONVENIENCE,468 MASSACHUSETTS AVE,CAMBRIDGE,MA,Massachusetts,02139,896,4,A
NEW DEAL SEAFOOD,622 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,693,3,A
COURT HOUSE SEAFOODS INC,484 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,693,3,A
BROTHERS MARKET,414 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,741,3,A
TROLLEY SNACKS,131 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,224,1,A
DUNKIN' DONUTS,5 3RD ST,CAMBRIDGE,MA,Massachusetts,02141,840,15,C
LUIGI'S VARIETY,520 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,247,1,A
COURT HOUSE SEAFOOD RESTAURANT,498 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,462,2,A
DUNKIN' DONUTS,14 MCGRATH HWY # 14,SOMERVILLE,MA,Massachusetts,02143,504,9,B
DUNKIN' DONUTS,90 WASHINGTON ST,SOMERVILLE,MA,Massachusetts,02143,336,6,B
TEDESCHI FOOD SHOPS,90 WASHINGTON ST,SOMERVILLE,MA,Massachusetts,02143,1120,5,B
SHAW'S SUPERMARKET,14 MCGRATH HWY # 2,SOMERVILLE,MA,Massachusetts,02143,44460,180,F
AGGIE'S PLACE,69 PEARL ST,SOMERVILLE,MA,Massachusetts,02145,224,1,A
DUNKIN' DONUTS,99 CAMBRIDGE ST,CHARLESTOWN,MA,Massachusetts,02129,616,11,C
KARAMON INTERNATIONAL GROUP,297 MASSACHUSETTS AVE,CAMBRIDGE,MA,Massachusetts,02139,988,4,A
LOTTE MARKET,297 MASSACHUSETTS AVE,CAMBRIDGE,MA,Massachusetts,02139,247,1,A
LA VERDE'S MARKET MIT,84 MASSACHUSETTS AVE,CAMBRIDGE,MA,Massachusetts,02139,8645,35,D
STAR MARKET,20 SIDNEY ST,CAMBRIDGE,MA,Massachusetts,02139,988,4,A
SHAW'S SUPERMARKET,20 SIDNEY ST,CAMBRIDGE,MA,Massachusetts,02139,49400,200,F
7-ELEVEN,600 TECHNOLOGY SQ,CAMBRIDGE,MA,Massachusetts,02139,1792,8,B
DUNKIN' DONUTS,84 MASSACHUSETTS AVE # W 20,CAMBRIDGE,MA,Massachusetts,02139,280,5,B
SUNOCO,266 MASSACHUSETTS AVE,CAMBRIDGE,MA,Massachusetts,02139,1568,7,B
GNC,100 CAMBRIDGESIDE PL # 303,CAMBRIDGE,MA,Massachusetts,02141,604,4,A
WORLD FOOD LOCKER,100 CAMBRIDGESIDE PL,CAMBRIDGE,MA,Massachusetts,02141,494,2,A
DUNKIN' DONUTS,100 CAMBRIDGESIDE PL,CAMBRIDGE,MA,Massachusetts,02141,112,2,A
GODIVA CHOCOLATIER,100 CAMBRIDGESIDE PL,CAMBRIDGE,MA,Massachusetts,02141,952,8,B
PRETZEL TIME,100 CAMBRIDGESIDE PL,CAMBRIDGE,MA,Massachusetts,02141,168,3,A
FRESHENS,100 CAMBRIDGESIDE PL,CAMBRIDGE,MA,Massachusetts,02141,690,6,B
WINTHROP MARKET,290 BROADWAY,CAMBRIDGE,MA,Massachusetts,02139,741,3,A
PENA RENE,151 COLUMBIA ST,CAMBRIDGE,MA,Massachusetts,02139,896,4,A
COLUMBIA MARKET,151 COLUMBIA ST,CAMBRIDGE,MA,Massachusetts,02139,448,2,A
CENTRAL BAKERY INC,167 COLUMBIA ST,CAMBRIDGE,MA,Massachusetts,02139,284,4,A
DUNKIN' DONUTS,222 BROADWAY,CAMBRIDGE,MA,Massachusetts,02139,448,8,B
LUCKY CORNER,272 BROADWAY,CAMBRIDGE,MA,Massachusetts,02139,224,1,A
CAMIE BAKERY,152 COLUMBIA ST # A,CAMBRIDGE,MA,Massachusetts,02139,284,4,A
SUPERIOR MARKET,1190 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02139,224,1,A
MARIA FISH MARKET,1097 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02139,462,2,A
HAMPSHIRE MARKET,117 HAMPSHIRE ST,CAMBRIDGE,MA,Massachusetts,02139,494,2,A
MARTIN BROTHERS LIQUORS,1144 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02139,741,3,A
7-ELEVEN,275 PROSPECT ST,CAMBRIDGE,MA,Massachusetts,02139,1344,6,B
LEADING MARKET TECHNOLOGIES,1 KENDALL SQ # B1202,CAMBRIDGE,MA,Massachusetts,02139,2016,9,B
SANDYS MARKET,1295 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02139,224,1,A
HAPPY SUPERETTE,102 COLUMBIA ST,CAMBRIDGE,MA,Massachusetts,02139,1235,5,B
ALHODA MARKET,304 PROSPECT ST,CAMBRIDGE,MA,Massachusetts,02139,247,1,A
INMAN SQUARE SUPERMARKET,1343 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02139,1729,7,B
BOBY VARIETY STORE,300 BROADWAY,CAMBRIDGE,MA,Massachusetts,02139,494,2,A
DUNKIN' DONUTS,1001 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,560,10,C
ROYAL PASTRY SHOP,738 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,1065,15,C
PIRES MARKET,875 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,247,1,A
ALBERT'S MARKET,638 CAMBRIDGE ST,CAMBRIDGE,MA,Massachusetts,02141,247,1,A
KENDALL MARKET & DELI,290 MAIN ST # 5,CAMBRIDGE,MA,Massachusetts,02142,224,1,A
DUNKIN' DONUTS,1 BROADWAY # 2,CAMBRIDGE,MA,Massachusetts,02142,616,11,C
L P MARKET,96 HIGHLAND AVE,SOMERVILLE,MA,Massachusetts,02143,247,1,A
AMIGOS GROCERY STORE,86 BROADWAY # A,SOMERVILLE,MA,Massachusetts,02145,741,3,A
SALVE REGINA MARKET,366 MYSTIC AVE,SOMERVILLE,MA,Massachusetts,02145,494,2,A
JRS DELI CONVENIENCE,415 MEDFORD ST,SOMERVILLE,MA,Massachusetts,02145,448,2,A
BAKERY,85 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,284,4,A
BOSTONIAN CONVENIENCE II,420 MEDFORD ST,SOMERVILLE,MA,Massachusetts,02145,448,2,A
STOP & SHOP,775 MCGRATH HWY,SOMERVILLE,MA,Massachusetts,02145,896,4,A
SUPER STOP & SHOP,775 MCGRATH HWY,SOMERVILLE,MA,Massachusetts,02145,74100,300,G
DUNKIN' DONUTS,709 MCGRATH HWY,SOMERVILLE,MA,Massachusetts,02145,280,5,B
M & M CONVENIENCE,4 MAIN ST,SOMERVILLE,MA,Massachusetts,02145,896,4,A
VINNY'S SUPERETTE,76 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,1235,5,B
PATSY'S PASTRY SHOP,182 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,142,2,A
CENTRAL VARIETY STORE,431 MEDFORD ST,SOMERVILLE,MA,Massachusetts,02145,448,2,A
TONY'S FOODLAND,104 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,988,4,A
DUNKIN' DONUTS,220 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,1008,18,C
SOM CAS CORP,220 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,1420,20,D
CAPITAL BRASIL,83 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,896,4,A
WINTER HILL BAKERY,318 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,284,4,A
DUNKIN' DONUTS,76 MIDDLESEX AVE,SOMERVILLE,MA,Massachusetts,02145,952,17,C
350 FOOD MART,350 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,448,2,A
PANADERIA VICENTINOS,99 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,284,4,A
BOSTON COOKIES,52 BROADWAY,SOMERVILLE,MA,Massachusetts,02145,336,6,B
LA INTERNATIONAL FOODS CORP,318 SOMERVILLE AVE,SOMERVILLE,MA,Massachusetts,02143,1235,5,B
INTERNATIONAL MARKET,365 SOMERVILLE AVE,SOMERVILLE,MA,Massachusetts,02143,741,3,A
HIGHLAND MARKET,22 HIGHLAND AVE,SOMERVILLE,MA,Massachusetts,02143,741,3,A
SUMMER CONVINCE & PIZZERIA,66 SUMMER ST,SOMERVILLE,MA,Massachusetts,02143,896,4,A
WELL FOODS PLUS,380 SOMERVILLE AVE # 1,SOMERVILLE,MA,Massachusetts,02143,672,3,A
ESQUINA BRASIL,161 WASHINGTON ST,SOMERVILLE,MA,Massachusetts,02143,247,1,A
UNION SQUARE MARKET,22 BOW ST,SOMERVILLE,MA,Massachusetts,02143,988,4,A
SHERMAN CAFE INC,22 UNION SQ,SOMERVILLE,MA,Massachusetts,02143,741,3,A
NEW ENGLAND BAKERS,230 SOMERVILLE AVE,SOMERVILLE,MA,Massachusetts,02143,284,4,A
PADARIA BRASIL BAKERY,16 BOW ST,SOMERVILLE,MA,Massachusetts,02143,213,3,A
FRIENDLY MARKET,71 SPRINGFIELD ST,SOMERVILLE,MA,Massachusetts,02143,247,1,A
RELIABLE VIDEO,52 UNION SQ,SOMERVILLE,MA,Massachusetts,02143,494,2,A
VANGO CONVENIENCE,251 WASHINGTON ST,SOMERVILLE,MA,Massachusetts,02143,224,1,A
CASA DE CARNES SOLUCAO,38 BOW ST,SOMERVILLE,MA,Massachusetts,02143,693,3,A
PAO DE ACUCAR,57 UNION SQ,SOMERVILLE,MA,Massachusetts,02143,494,2,A
DUNKIN' DONUTS,282 SOMERVILLE AVE,SOMERVILLE,MA,Massachusetts,02143,896,16,C
RELIABLE MEAT MARKET,45 UNION SQ,SOMERVILLE,MA,Massachusetts,02143,247,1,A
FIESTA BAKERY,316 SOMERVILLE AVE,SOMERVILLE,MA,Massachusetts,02143,213,3,A
BOMBAY MARKET,359 SOMERVILLE AVE # A3,SOMERVILLE,MA,Massachusetts,02143,247,1,A
S S MARKET,66 SUMMER ST,SOMERVILLE,MA,Massachusetts,02143,988,4,A
LITTLE PEARL CAVIAR,5 SANBORN CT,SOMERVILLE,MA,Massachusetts,02143,2310,10,C
UNITED NATIONAL MARKET,134 BUNKER HILL ST,CHARLESTOWN,MA,Massachusetts,02129,448,2,A
SANCHEZ MARKET,156 BUNKER HILL ST,CHARLESTOWN,MA,Massachusetts,02129,494,2,A
DUNKIN' DONUTS,11 AUSTIN ST,CHARLESTOWN,MA,Massachusetts,02129,504,9,B
SCHRAFFT SHOP,529 MAIN ST,CHARLESTOWN,MA,Massachusetts,02129,119,1,A
BUNKER HILL MARKET,180 BUNKER HILL ST,CHARLESTOWN,MA,Massachusetts,02129,896,4,A
SULLIVAN'S STORE,2 SULLIVAN ST,CHARLESTOWN,MA,Massachusetts,02129,448,2,A
NEWTOWNE FOODMART,87 MEDFORD ST,CHARLESTOWN,MA,Massachusetts,02129,672,3,A
TEDESCHI FOOD SHOPS,140 MAIN ST,CHARLESTOWN,MA,Massachusetts,02129,2240,10,C
YELL-O-GLOW CORP,250 BEACHAM ST,EVERETT,MA,Massachusetts,02149,12210,55,E
JAMES E KILDUFF INC,9 BETTY ST,EVERETT,MA,Massachusetts,02149,5550,25,D
PAUL W MARKS CO INC,8 COMMERCIAL ST,EVERETT,MA,Massachusetts,02149,37000,75,E
SOLO PRODUCE LLC,1 MARKET ST,EVERETT,MA,Massachusetts,02149,666,3,A
HOLDEN FRUIT & PRODUCE CO INC,152 BEACHAM ST,EVERETT,MA,Massachusetts,02149,1554,7,B
INFINITE HERBS,165 MARKET ST # 19-20,EVERETT,MA,Massachusetts,02149,6900,60,E
J F BROKERAGE CO INC,34 MARKET ST,EVERETT,MA,Massachusetts,02149,222,1,A
A FIERRO PRODUCE CO,34 MARKET ST # 32,EVERETT,MA,Massachusetts,02149,222,1,A
DI MARE NEW ENGLAND INC,84 NEW ENGLAND PRODUCE CTR,CHELSEA,MA,Massachusetts,02150,6216,28,D
S STEINBERG CO,40 NEW ENGLAND PRODUCE CTR,CHELSEA,MA,Massachusetts,02150,444,2,A
SIGNATURE BREAD INC,100 JUSTIN DR,CHELSEA,MA,Massachusetts,02150,284,4,A
ALPHAS CO,87 NEW ENGLAND PRODUCE CTR,CHELSEA,MA,Massachusetts,02150,1776,8,B
BOSTON TOMATO & PACKAGING LLC,117 NEW ENGLAND PRODUCE CTR,CHELSEA,MA,Massachusetts,02150,5550,25,D
PETER CONDAKES PARAMOUNT PRDC,97 NEW ENGLAND PRODUCE CTR,CHELSEA,MA,Massachusetts,02150,1332,6,B
JOHN CERASUOLO CO,38 NEW ENGLAND PRODUCE CTR,CHELSEA,MA,Massachusetts,02150,2442,11,C
DUNKIN' DONUTS,100 TERMINAL ST,BOSTON,MA,Massachusetts,02129,280,5,B
BOSTON ORGANICS,50 TERMINAL ST # 100,CHARLESTOWN,MA,Massachusetts,02129,4940,20,D
VANILLE FINE PASTRIES,119 MOUNT VERNON ST,BOSTON,MA,Massachusetts,02108,781,11,C
FINAGLE-A-BAGEL,277 CAMBRIDGE ST,BOSTON,MA,Massachusetts,02114,672,12,C
TOPSHELF,161 CHARLES ST,BOSTON,MA,Massachusetts,02114,453,3,A
SAVENOR'S MARKET,160 CHARLES ST,BOSTON,MA,Massachusetts,02114,3705,15,C
ISABELLE'S CURLY CAKES,82 CHARLES ST,BOSTON,MA,Massachusetts,02114,284,4,A
DELUCA'S MARKET,11 CHARLES ST # 1,BOSTON,MA,Massachusetts,02114,8000,165,F
BEACON HILL MARKET,55 ANDERSON ST,BOSTON,MA,Massachusetts,02114,1235,5,B
BAGELS ETC,70 STANIFORD ST,BOSTON,MA,Massachusetts,02114,392,7,B
WHOLE FOODS MARKET,181 CAMBRIDGE ST,BOSTON,MA,Massachusetts,02114,37050,150,F
DUNKIN' DONUTS,106 CAMBRIDGE ST,BOSTON,MA,Massachusetts,02114,224,4,A
D N DONUTS,100 CAMBRIDGE ST,BOSTON,MA,Massachusetts,02114,336,6,B
DUNKIN' DONUTS,59 CAUSEWAY ST,BOSTON,MA,Massachusetts,02114,952,17,C
TEDESCHI FOOD SHOPS,122 CAMBRIDGE ST,BOSTON,MA,Massachusetts,02114,2464,11,C
BOSTON VARIETY,59 CAUSEWAY ST,BOSTON,MA,Massachusetts,02114,448,2,A
SNACK N' PLAY,19 STANIFORD ST,BOSTON,MA,Massachusetts,02114,896,4,A
TEDESCHI FOOD SHOPS,74 STANIFORD ST,BOSTON,MA,Massachusetts,02114,1344,6,B
TEDESCHI FOOD SHOPS,50 STANIFORD ST,BOSTON,MA,Massachusetts,02114,896,4,A
VAL'S PLACE,10 CAUSEWAY ST,BOSTON,MA,Massachusetts,02222,224,1,A
FINAGLE-A-BAGEL,1 CENTER PLZ # D,BOSTON,MA,Massachusetts,02108,504,9,B
DUNKIN' DONUTS,16 TREMONT ST,BOSTON,MA,Massachusetts,02108,112,2,A
PHILIPS MARKET,24 TREMONT ST,BOSTON,MA,Massachusetts,02108,247,1,A
PATRIOT NEWS,1 BEACON ST,BOSTON,MA,Massachusetts,02108,494,2,A
DUNKIN' DONUTS,100 CITY HALL PLZ # C,BOSTON,MA,Massachusetts,02108,560,10,C
DUNKIN' DONUTS,22 BEACON ST,BOSTON,MA,Massachusetts,02108,280,5,B
BEACON CAPITOL MARKET,32 MYRTLE ST,BOSTON,MA,Massachusetts,02114,988,4,A
PRIMO'S CONVENIENCE STORE,24 JOY ST,BOSTON,MA,Massachusetts,02114,448,2,A
GYPSY KITCHEN,,BOSTON,MA,Massachusetts,02108,575,5,B
CITY CONVENIENCE,23 BEACON ST,BOSTON,MA,Massachusetts,02108,1792,8,B
SHAKLEE DMK HEALTH PARTNERS,,BOSTON,MA,Massachusetts,02108,604,4,A
7-ELEVEN,125 TREMONT ST,BOSTON,MA,Massachusetts,02108,2016,9,B
DUNKIN' DONUTS,127 TREMONT ST,BOSTON,MA,Massachusetts,02108,672,12,C
DUNKIN' DONUTS,417 WASHINGTON ST # 20,BOSTON,MA,Massachusetts,02108,504,9,B
CROSSING VARIETY,48 WINTER ST,BOSTON,MA,Massachusetts,02108,896,4,A
7-ELEVEN,50 SUMMER ST,BOSTON,MA,Massachusetts,02110,1344,6,B
DUNKIN' DONUTS,1 SUMMER ST # 1,BOSTON,MA,Massachusetts,02110,896,16,C
VISHAM & SON,449 WASHINGTON ST,BOSTON,MA,Massachusetts,02111,896,4,A
DOLLAR CONVENIENCE,55 TEMPLE PL,BOSTON,MA,Massachusetts,02111,224,1,A
BLACK SEED CAFE & GRILL,131 TREMONT ST # 1,BOSTON,MA,Massachusetts,02111,224,4,A
DELLO DI INC,372 COMMERCIAL ST,BOSTON,MA,Massachusetts,02109,896,4,A
MONICA'S MERCATO,130 SALEM ST,BOSTON,MA,Massachusetts,02113,672,3,A
NAPOLI PASTRY SHOP,120 SALEM ST,BOSTON,MA,Massachusetts,02113,355,5,B
7-ELEVEN,464 HANOVER ST # 17,BOSTON,MA,Massachusetts,02113,1568,7,B
WHITE HEN PANTRY,342 HANOVER ST,BOSTON,MA,Massachusetts,02113,1568,7,B
BOSCHETTO BAKERY,158 SALEM ST,BOSTON,MA,Massachusetts,02113,284,4,A
PARZIALE'S BAKERY INC,80 PRINCE ST,BOSTON,MA,Massachusetts,02113,213,3,A
BOVA'S BAKERY,134 SALEM ST,BOSTON,MA,Massachusetts,02113,497,7,B
BOB'S GROCERY STORE,160 ENDICOTT ST,BOSTON,MA,Massachusetts,02113,494,2,A
SHOP MFI MARKET,170 SALEM ST,BOSTON,MA,Massachusetts,02113,1120,5,B
TEDESCHI FOOD SHOPS,1 1ST AVE # 7,CHARLESTOWN,MA,Massachusetts,02129,1568,7,B
GOLDEN GOOSE,179 COMMERCIAL ST,BOSTON,MA,Massachusetts,02109,3584,16,C
DUNKIN' DONUTS,70 E INDIA ROW,BOSTON,MA,Massachusetts,02110,280,5,B
7-ELEVEN,70 E INDIA ROW,BOSTON,MA,Massachusetts,02110,2688,12,C
JAMES HOOK & CO,15 NORTHERN AVE,BOSTON,MA,Massachusetts,02210,8085,35,D
SULGRAVE NEWS,6 MILK ST,BOSTON,MA,Massachusetts,02108,672,3,A
7-ELEVEN,10 MILK ST,BOSTON,MA,Massachusetts,02108,1120,5,B
DUNKIN' DONUTS,10 WINTHROP SQ,BOSTON,MA,Massachusetts,02110,168,3,A
BOSTON MART,42 COURT ST,BOSTON,MA,Massachusetts,02108,448,2,A
MARKET STREET GROUP,1 BOSTON PL,BOSTON,MA,Massachusetts,02108,741,3,A
BRUEGGER'S BAGEL BAKERY,7 SCHOOL ST,BOSTON,MA,Massachusetts,02108,672,12,C
DUNKIN' DONUTS,235 WASHINGTON ST,BOSTON,MA,Massachusetts,02108,1456,26,D
SULGRAVE INC,60 STATE ST,BOSTON,MA,Massachusetts,02109,896,4,A
DUNKIN' DONUTS,3 POST OFFICE SQ,BOSTON,MA,Massachusetts,02109,280,5,B
A & R FOOD,5 POST OFFICE SQ,BOSTON,MA,Massachusetts,02109,1729,7,B
DUNKIN' DONUTS,111 STATE ST # A,BOSTON,MA,Massachusetts,02109,560,10,C
MILK STREET INVESTMENT,2 OLIVER ST,BOSTON,MA,Massachusetts,02109,575,5,B
TEDESCHI FOOD SHOPS,177 STATE ST # A,BOSTON,MA,Massachusetts,02109,2240,10,C
BRUEGGER'S BAGEL BAKERY,211 CONGRESS ST # 2,BOSTON,MA,Massachusetts,02110,560,10,C
DUNKIN' DONUTS,230 CONGRESS ST,BOSTON,MA,Massachusetts,02110,728,13,C
DUNKIN' DONUTS,265 FRANKLIN ST # 3,BOSTON,MA,Massachusetts,02110,672,12,C
COMMERCIAL LOBSTER CO,185 FRANKLIN ST,BOSTON,MA,Massachusetts,02110,2772,12,C
SALUMERIA ITALIANA,151 RICHMOND ST,BOSTON,MA,Massachusetts,02109,988,4,A
SAPORI DI NAPOL,115 SALEM ST,BOSTON,MA,Massachusetts,02113,284,4,A
MERCATO DEL MARE,99 SALEM ST # 1,BOSTON,MA,Massachusetts,02113,462,2,A
MIKE'S PASTRY INC,300 HANOVER ST,BOSTON,MA,Massachusetts,02113,2130,30,D
SULMONA MEAT MARKET,32 PARMENTER ST,BOSTON,MA,Massachusetts,02113,988,4,A
CAFE ROMA PASTRY SHOP,239 HANOVER ST,BOSTON,MA,Massachusetts,02113,284,4,A
LULUS SWEET SHOPPE,57 SALEM ST,BOSTON,MA,Massachusetts,02113,476,4,A
LYNDELL'S BAKE SHOPPE,227 HANOVER ST,BOSTON,MA,Massachusetts,02113,568,8,B
CHEESE SHOP,20 FLEET ST,BOSTON,MA,Massachusetts,02113,575,5,B
FRESH CHEESE,20 FLEET ST,BOSTON,MA,Massachusetts,02113,345,3,A
MODERN PASTRY INC,257 HANOVER ST,BOSTON,MA,Massachusetts,02113,1420,20,D
MARIA'S PASTRY SHOP,46 CROSS ST,BOSTON,MA,Massachusetts,02113,213,3,A
CORNER STORE,270 HANOVER ST,BOSTON,MA,Massachusetts,02113,896,4,A
J PACE & SONS INC,42 CROSS ST,BOSTON,MA,Massachusetts,02113,2223,9,B
DI PAOLO & ROSSI MEAT MARKET,56 SALEM ST,BOSTON,MA,Massachusetts,02113,376,2,A
A LA FAUCI & SONS,46 CROSS ST,BOSTON,MA,Massachusetts,02113,666,3,A
MEAT & FISH MARKET,88 BLACKSTONE ST,BOSTON,MA,Massachusetts,02109,247,1,A
BOSTON CHIPYARD,QUINCY MARKET # 257,BOSTON,MA,Massachusetts,02109,568,8,B
K & K,1 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,213,3,A
CARROLL ANN BAKE SHOP,1 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,355,5,B
NEW MEAT MARKET,94 BLACKSTONE ST,BOSTON,MA,Massachusetts,02109,693,3,A
KILVERT & FORBES LTD,200 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,280,5,B
BOSTON & MAINE FISH CO,1 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,3003,13,C
NORTH END BAKERY,70 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,284,4,A
GARDEN HALAL MEAT,96 BLACKSTONE ST,BOSTON,MA,Massachusetts,02109,494,2,A
ALHODA MARKET,114 BLACKSTONE ST,BOSTON,MA,Massachusetts,02109,693,3,A
HARRY'S COLD CUT CTR,98 BLACKSTONE ST,BOSTON,MA,Massachusetts,02109,115,1,A
PRIME SHOPPE,104 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,494,2,A
BAGELVILLE INC,200 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,224,4,A
STEVE'S ICE CREAM FANEUIL HALL,120 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,840,15,C
DUNKIN' DONUTS,20 NORTH ST,BOSTON,MA,Massachusetts,02109,560,10,C
DUNKIN' DONUTS,FILENES BASEMENT,BOSTON,MA,Massachusetts,02109,280,5,B
DONUT MANAGEMENT,22 NORTH ST,BOSTON,MA,Massachusetts,02109,112,2,A
GATEWAY NEWSTAND,1 FANEUIL HALL MARKET PL,BOSTON,MA,Massachusetts,02109,224,1,A
GODIVA CHOCOLATIER,1 S MARKET ST,BOSTON,MA,Massachusetts,02109,714,6,B
DUNKIN' DONUTS,1 CONGRESS ST # 5,BOSTON,MA,Massachusetts,02114,504,9,B
BEYENES FOOD BASKET,1 CONGRESS ST,BOSTON,MA,Massachusetts,02114,741,3,A
DUNKIN' DONUTS,2 CITY HALL SQ,BOSTON,MA,Massachusetts,02201,448,8,B
CRYSTAL'S MARKET,173 DUDLEY ST,ROXBURY,MA,Massachusetts,02119,741,3,A
LA PLAZITA,3 BLUE HILL AVE,ROXBURY,MA,Massachusetts,02119,448,2,A
GINA GROCERY STORE,251 DUDLEY ST,ROXBURY,MA,Massachusetts,02119,247,1,A
DAVEY'S SUPER MARKET,438 DUDLEY ST,ROXBURY,MA,Massachusetts,02119,494,2,A
KABA AFRICAN MARKET,29 ROXBURY ST,ROXBURY,MA,Massachusetts,02119,494,2,A
BROWN MARKET & GROCERY,194 DUDLEY ST,ROXBURY,MA,Massachusetts,02119,494,2,A
N & M MARKET,2359 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,448,2,A
CHI CHI PRODUCE MARKET,2251 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,224,1,A
GASTRONOMIE PERSONAL CHEF SVC,105 MOUNT PLEASANT AVE,ROXBURY,MA,Massachusetts,02119,115,1,A
BOHIO GROCERY & SNACKS,718 SHAWMUT AVE,ROXBURY,MA,Massachusetts,02119,672,3,A
NUNEZ MINI MART,305 DUDLEY ST,ROXBURY,MA,Massachusetts,02119,448,2,A
DUNKIN' DONUTS,2360 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,1008,18,C
DUNKIN' DONUTS,9 MELNEA CASS BLVD,ROXBURY,MA,Massachusetts,02119,280,5,B
LUZELENA MARKET,305 DUDLEY ST,ROXBURY,MA,Massachusetts,02119,988,4,A
D & J MARKET,120 BOSTON ST,DORCHESTER,MA,Massachusetts,02125,494,2,A
MARIA'S STORE,777 DORCHESTER AVE,DORCHESTER,MA,Massachusetts,02125,896,4,A
DUNKIN' DONUTS,510 SOUTHAMPTON ST,SOUTH BOSTON,MA,Massachusetts,02127,1400,25,D
YORK ST MARKET,28 DAMRELL ST,SOUTH BOSTON,MA,Massachusetts,02127,284,4,A
TEDESCHI FOOD SHOPS,566 DORCHESTER AVE,SOUTH BOSTON,MA,Massachusetts,02127,2240,10,C
ANDREW SQUARE CONVENIENCE,390 DORCHESTER ST # A,SOUTH BOSTON,MA,Massachusetts,02127,448,2,A
EVS MINI MART,334 DORCHESTER ST,SOUTH BOSTON,MA,Massachusetts,02127,224,1,A
BELL'S MARKET,246 DORCHESTER ST,SOUTH BOSTON,MA,Massachusetts,02127,988,4,A
FAMILY MARKET,334 E 8TH ST,BOSTON,MA,Massachusetts,02127,494,2,A
CEASAR GROCERY STORE II,113 BLUE HILL AVE,ROXBURY,MA,Massachusetts,02119,988,4,A
MELENDEZ MARKET CORP,3114 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,494,2,A
WALNUT MARKET,66 WALNUT PARK,ROXBURY,MA,Massachusetts,02119,741,3,A
STAR FISH MARKET,3089 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,462,2,A
COLUMBUS MARKET,1909 COLUMBUS AVE,ROXBURY,MA,Massachusetts,02119,494,2,A
QUICK STOP,338 WARREN ST,ROXBURY,MA,Massachusetts,02119,896,4,A
MINI MARKET,64 BLUE HILL AVE # A,ROXBURY,MA,Massachusetts,02119,896,4,A
LA PERAVIANAS,3099 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,988,4,A
WALDWIN GROUP,1926 COLUMBUS AVE,ROXBURY,MA,Massachusetts,02119,616,11,C
DUNKIN' DONUTS,1926 COLUMBUS AVE,ROXBURY,MA,Massachusetts,02119,616,11,C
LLUVIA MARKET,1985 COLUMBUS AVE,ROXBURY,MA,Massachusetts,02119,741,3,A
JUBA MARKET CAFE,50 JOHN ELIOT SQ,ROXBURY,MA,Massachusetts,02119,741,3,A
WARREN MARKET,256 WARREN ST,ROXBURY,MA,Massachusetts,02119,247,1,A
